visit_id,property_id,client_id,agent_id,visit_date,reason
2392,572,552,41,2024-09-09,Viewing
2393,2705,1138,231,2024-03-16,Second Visit
2394,260,797,39,2021-07-18,Considering purchase
2395,329,1849,148,2022-10-25,Neighborhood Check
2396,1372,298,81,2024-05-17,Considering rent
2397,853,15,78,2024-02-02,Comparing Options
2398,1407,534,16,2020-03-21,Viewing
2399,2424,814,71,2024-03-06,Considering rent
2400,2400,573,130,2024-11-25,Considering purchase
2401,1354,515,112,2023-01-21,Viewing
2402,1239,843,60,2022-08-10,Viewing
2403,2193,1352,233,2023-01-21,Second Visit
2404,2863,695,161,2020-12-09,Second Visit
2405,2472,1320,127,2022-03-23,Comparing Options
2406,1237,1058,187,2020-07-20,Neighborhood Check
2407,2979,1112,220,2023-11-16,Maintenance Inquiry
2408,261,288,213,2020-01-16,Considering rent
2409,1128,1033,190,2021-04-21,Second Visit
2410,1479,1857,230,2022-10-18,Price Inquiry
2411,669,1639,4,2020-07-30,Comparing Options
2412,232,1170,57,2024-05-02,Second Visit
2413,1514,1153,225,2023-05-14,Second Visit
2414,2158,1264,99,2020-09-07,Considering purchase
2415,2713,1987,64,2024-12-02,Considering purchase
2416,1138,75,116,2022-08-09,Considering purchase
2417,2419,984,54,2021-07-20,Comparing Options
2418,2698,610,130,2023-04-30,Second Visit
2419,1671,157,131,2020-01-06,Considering purchase
2420,619,1460,113,2020-01-30,Viewing
2421,881,1020,177,2023-04-08,Considering purchase
2422,2649,757,190,2022-04-26,Second Visit
2423,387,70,124,2020-10-03,Considering purchase
2424,2403,1252,32,2021-12-24,Considering rent
2425,761,1811,48,2021-05-08,Considering rent
2426,1815,375,206,2022-09-17,Second Visit
2427,1124,181,244,2023-12-05,Second Visit
2428,734,299,145,2020-06-24,Viewing
2429,1525,1884,75,2021-10-16,Comparing Options
2430,67,1646,36,2021-04-22,Viewing
2431,1630,596,41,2021-02-02,Considering purchase
2432,1971,2054,171,2021-08-06,Viewing
2433,2781,1429,225,2023-03-21,Considering purchase
2434,2170,1050,160,2024-07-07,Second Visit
2435,2963,1458,51,2022-08-01,Considering purchase
2436,2467,478,82,2024-03-30,Considering rent
2437,1472,254,85,2022-12-17,Neighborhood Check
2438,2154,577,208,2024-04-29,Neighborhood Check
2439,657,646,240,2021-01-04,Considering rent
2440,1247,60,73,2023-09-09,Viewing
2441,1822,1631,42,2022-03-11,Viewing
2442,289,208,84,2024-07-09,Considering rent
2443,278,413,175,2021-02-21,Viewing
2444,1303,1338,113,2020-02-19,Considering rent
2445,2833,1021,173,2020-04-04,Viewing
2446,2314,1084,13,2024-02-22,Considering purchase
2447,2403,1901,241,2021-12-05,Second Visit
2448,2629,1254,3,2024-05-02,Considering rent
2449,1079,1132,34,2021-11-19,Second Visit
2450,144,629,64,2020-10-22,Price Inquiry
2451,1959,1269,235,2024-09-07,Viewing
2452,1937,1019,42,2021-05-23,Viewing
2453,2278,572,191,2024-11-06,Viewing
2454,110,2032,204,2021-06-28,Maintenance Inquiry
2455,1137,1781,211,2020-12-07,Neighborhood Check
2456,1530,618,9,2024-02-03,Maintenance Inquiry
2457,2609,1666,89,2022-01-13,Second Visit
2458,1329,104,236,2024-08-24,Price Inquiry
2459,1315,391,54,2022-05-31,Viewing
2460,509,109,60,2021-10-28,Price Inquiry
2461,1422,1724,242,2020-10-12,Viewing
2462,2330,608,224,2023-07-18,Maintenance Inquiry
2463,212,74,18,2020-12-25,Second Visit
2464,453,1532,227,2023-01-14,Second Visit
2465,756,1983,188,2024-06-11,Comparing Options
2466,1025,809,117,2022-04-22,Viewing
2467,1357,1655,123,2020-11-02,Considering purchase
2468,1525,1347,147,2022-09-04,Considering rent
2469,1149,682,141,2024-04-11,Second Visit
2470,2358,1580,126,2024-10-10,Comparing Options
2471,2115,727,230,2022-03-12,Price Inquiry
2472,190,1423,151,2022-11-02,Maintenance Inquiry
2473,1856,73,124,2023-01-27,Considering rent
2474,2150,189,103,2024-07-23,Viewing
2475,285,709,207,2022-03-16,Viewing
2476,1137,251,243,2021-02-19,Second Visit
2477,945,1084,156,2020-04-23,Viewing
2478,2372,1134,3,2021-04-10,Considering purchase
2479,821,100,41,2020-03-19,Second Visit
2480,2177,1907,17,2023-04-11,Second Visit
2481,634,854,36,2022-08-27,Second Visit
2482,733,160,160,2020-07-12,Second Visit
2483,731,221,232,2023-11-15,Considering rent
2484,2495,1002,100,2020-09-06,Viewing
2485,2086,1450,77,2020-12-23,Price Inquiry
2486,1096,542,26,2024-04-14,Considering rent
2487,1044,1899,113,2024-05-10,Considering purchase
2488,2096,1260,162,2020-01-11,Viewing
2489,2563,1719,95,2021-04-30,Price Inquiry
2490,1620,121,7,2024-12-28,Neighborhood Check
2491,1830,1555,1,2024-04-08,Neighborhood Check
2492,1635,971,175,2024-01-09,Viewing
2493,941,888,147,2021-08-20,Viewing
2494,745,1894,44,2021-07-29,Considering purchase
2495,1316,133,74,2023-06-17,Viewing
2496,539,794,106,2022-07-02,Viewing
2497,597,777,81,2021-07-14,Second Visit
2498,791,365,78,2020-05-06,Viewing
2499,40,1734,95,2020-08-19,Considering rent
2500,2184,142,54,2020-12-28,Viewing
2501,1539,1774,228,2023-03-30,Viewing
2502,1781,2055,85,2023-02-09,Comparing Options
2503,1146,917,112,2023-05-03,Second Visit
2504,239,1864,145,2024-12-27,Comparing Options
2505,1602,1644,198,2022-06-28,Comparing Options
2506,2382,575,97,2023-08-19,Considering purchase
2507,1551,431,48,2023-05-20,Viewing
2508,872,417,193,2023-02-09,Considering purchase
2509,2607,1111,99,2020-02-25,Second Visit
2510,379,879,127,2020-10-18,Viewing
2511,2294,910,147,2022-10-13,Considering rent
2512,1840,1844,186,2023-02-16,Second Visit
2513,992,812,196,2020-01-29,Neighborhood Check
2514,2212,1847,23,2020-04-02,Comparing Options
2515,156,1377,41,2020-09-20,Second Visit
2516,2022,1710,246,2021-09-16,Viewing
2517,2212,1390,155,2020-10-19,Considering rent
2518,1668,832,227,2022-09-11,Considering purchase
2519,2782,253,44,2022-03-07,Viewing
2520,123,748,19,2020-06-02,Considering rent
2521,2844,695,246,2024-03-30,Viewing
2522,533,1219,84,2022-09-09,Viewing
2523,677,16,228,2021-11-21,Considering purchase
2524,1645,810,112,2022-06-08,Price Inquiry
2525,727,1580,95,2020-06-29,Neighborhood Check
2526,1794,1284,103,2024-04-29,Considering purchase
2527,1188,1925,149,2024-09-16,Second Visit
2528,2989,321,96,2023-06-11,Viewing
2529,136,779,22,2020-12-23,Price Inquiry
2530,2415,702,140,2023-04-24,Considering purchase
2531,890,1985,89,2024-04-24,Considering purchase
2532,2253,1994,215,2021-01-30,Viewing
2533,2699,234,74,2021-05-11,Price Inquiry
2534,420,1602,221,2020-06-09,Neighborhood Check
2535,160,46,217,2020-12-13,Considering rent
2536,1315,1152,5,2024-02-20,Considering rent
2537,280,1549,232,2023-12-17,Considering rent
2538,1276,1909,132,2024-11-22,Second Visit
2539,680,1033,48,2024-07-21,Considering rent
2540,1106,974,11,2020-07-26,Considering purchase
2541,674,1960,73,2022-01-29,Considering rent
2542,1854,297,217,2024-04-29,Viewing
2543,1103,1969,49,2023-05-07,Viewing
2544,115,1537,15,2021-12-13,Second Visit
2545,618,1850,180,2023-11-01,Second Visit
2546,1707,596,50,2023-11-18,Second Visit
2547,922,330,12,2020-10-13,Comparing Options
2548,302,422,198,2023-06-16,Considering purchase
2549,938,138,225,2021-01-14,Viewing
2550,2333,1503,230,2024-10-30,Viewing
2551,1033,840,249,2024-12-28,Viewing
2552,1854,2045,205,2022-02-22,Considering rent
2553,856,695,240,2023-01-13,Considering purchase
2554,2812,448,75,2021-04-07,Viewing
2555,2237,1412,106,2021-06-20,Second Visit
2556,1289,1645,162,2021-11-06,Considering rent
2557,2624,193,34,2020-09-19,Price Inquiry
2558,1571,1175,168,2024-02-06,Considering rent
2559,401,888,229,2023-11-13,Second Visit
2560,1119,1861,16,2021-03-08,Considering rent
2561,1694,1211,167,2022-12-05,Neighborhood Check
2562,36,775,87,2022-10-27,Considering rent
2563,1086,689,140,2022-11-12,Considering purchase
2564,1763,874,69,2020-11-21,Second Visit
2565,924,525,215,2023-01-23,Price Inquiry
2566,2839,1239,77,2022-06-02,Considering purchase
2567,705,850,146,2022-05-06,Considering purchase
2568,1531,1544,195,2022-08-14,Second Visit
2569,1139,1223,218,2024-01-12,Neighborhood Check
2570,1341,1777,236,2020-04-03,Viewing
2571,1822,1152,111,2022-07-17,Second Visit
2572,992,518,91,2023-10-04,Neighborhood Check
2573,1847,2046,3,2023-04-02,Considering purchase
2574,720,797,179,2022-03-14,Considering purchase
2575,1173,1565,85,2020-03-16,Second Visit
2576,1121,738,156,2024-11-30,Viewing
2577,2132,661,167,2020-11-06,Considering rent
2578,777,314,39,2020-06-16,Price Inquiry
2579,1587,1320,13,2022-08-14,Viewing
2580,160,1512,198,2021-08-10,Neighborhood Check
2581,1901,1719,82,2021-03-25,Price Inquiry
2582,2298,1447,144,2024-12-29,Considering purchase
2583,2832,354,207,2021-06-01,Considering purchase
2584,1028,1032,17,2022-09-12,Comparing Options
2585,1413,754,216,2020-01-10,Second Visit
2586,2522,88,219,2024-10-19,Considering rent
2587,1321,416,132,2024-11-25,Price Inquiry
2588,2348,1673,89,2020-02-04,Second Visit
2589,600,1544,217,2022-09-07,Neighborhood Check
2590,543,698,154,2024-10-31,Viewing
2591,1689,837,102,2020-03-10,Considering rent
2592,2137,2041,136,2024-10-03,Viewing
2593,2758,285,106,2022-11-29,Viewing
2594,1239,82,89,2021-03-04,Considering purchase
2595,2875,1908,155,2022-10-06,Viewing
2596,955,550,219,2020-08-19,Neighborhood Check
2597,1341,1264,70,2023-07-10,Second Visit
2598,159,1221,219,2020-09-19,Viewing
2599,1167,135,206,2020-12-07,Price Inquiry
2600,191,1924,140,2022-12-07,Considering rent
2601,1510,566,182,2020-10-01,Considering purchase
2602,1220,1144,61,2023-05-18,Considering purchase
2603,1095,420,133,2024-10-22,Maintenance Inquiry
2604,657,1277,235,2020-06-01,Viewing
2605,2863,846,6,2021-09-27,Price Inquiry
2606,59,1106,48,2022-07-24,Considering rent
2607,2071,1934,35,2024-08-26,Considering purchase
2608,2421,1493,211,2022-06-24,Viewing
2609,2043,1985,26,2023-08-03,Considering rent
2610,2585,948,247,2022-08-08,Viewing
2611,946,918,207,2023-08-25,Neighborhood Check
2612,281,1211,27,2024-10-17,Price Inquiry
2613,1944,854,6,2021-06-08,Price Inquiry
2614,2102,230,182,2020-02-09,Comparing Options
2615,1059,5,27,2020-08-24,Second Visit
2616,2609,884,199,2020-06-17,Maintenance Inquiry
2617,264,17,3,2022-02-28,Second Visit
2618,1937,1700,6,2021-05-13,Price Inquiry
2619,1473,1396,46,2023-07-10,Price Inquiry
2620,2464,724,54,2024-10-29,Comparing Options
2621,1226,1915,64,2024-06-11,Comparing Options
2622,1142,1967,42,2021-08-02,Second Visit
2623,1030,846,219,2023-02-07,Viewing
2624,872,1022,150,2023-01-11,Price Inquiry
2625,1296,784,138,2024-04-09,Comparing Options
2626,657,299,7,2024-08-20,Price Inquiry
2627,1875,1551,1,2024-05-08,Viewing
2628,1440,847,34,2024-12-18,Price Inquiry
2629,551,966,168,2024-10-14,Comparing Options
2630,537,78,99,2024-03-04,Price Inquiry
2631,114,538,177,2020-12-21,Comparing Options
2632,1014,343,206,2022-02-02,Considering rent
2633,593,2023,4,2023-03-06,Price Inquiry
2634,1155,185,186,2023-11-27,Viewing
2635,2672,1064,154,2021-04-06,Second Visit
2636,1614,1601,148,2022-06-14,Viewing
2637,2761,1451,100,2022-08-09,Considering purchase
2638,1869,862,170,2022-08-02,Maintenance Inquiry
2639,1585,1237,63,2024-05-14,Considering rent
2640,624,686,233,2023-05-18,Considering rent
2641,563,1410,231,2022-01-12,Price Inquiry
2642,1985,1290,13,2022-04-17,Viewing
2643,1160,1550,231,2021-02-27,Price Inquiry
2644,1076,1420,130,2020-02-06,Considering purchase
2645,685,1551,127,2021-12-30,Price Inquiry
2646,2816,1229,249,2020-10-08,Second Visit
2647,286,136,111,2021-03-30,Viewing
2648,1935,1995,50,2021-07-14,Price Inquiry
2649,1228,2040,120,2024-12-07,Viewing
2650,1387,1251,121,2022-09-17,Considering rent
2651,2545,1012,106,2022-06-07,Neighborhood Check
2652,2932,849,39,2024-06-28,Considering rent
2653,2382,1194,123,2024-12-25,Considering rent
2654,797,541,21,2023-12-12,Second Visit
2655,1949,1433,2,2022-03-27,Considering rent
2656,133,441,190,2022-07-10,Price Inquiry
2657,2019,138,13,2024-02-04,Considering rent
2658,38,1218,196,2021-01-10,Price Inquiry
2659,1660,1179,230,2023-11-15,Considering purchase
2660,1027,1580,70,2021-01-20,Viewing
2661,869,1505,75,2020-09-11,Price Inquiry
2662,621,454,215,2021-06-11,Considering rent
2663,688,409,95,2021-08-09,Second Visit
2664,1085,1646,191,2021-01-04,Considering purchase
2665,395,282,135,2023-11-06,Second Visit
2666,562,2006,62,2024-08-30,Price Inquiry
2667,1380,1113,24,2021-08-07,Neighborhood Check
2668,2603,1355,168,2024-09-04,Second Visit
2669,2758,1945,210,2020-06-19,Viewing
2670,528,1647,17,2021-05-17,Considering purchase
2671,178,615,28,2020-01-31,Neighborhood Check
2672,1576,1122,187,2021-11-13,Comparing Options
2673,828,368,134,2024-04-07,Considering purchase
2674,2860,2046,209,2023-03-26,Neighborhood Check
2675,2760,662,207,2022-07-04,Neighborhood Check
2676,790,324,215,2023-08-09,Second Visit
2677,2288,1434,15,2024-10-04,Viewing
2678,1048,1354,211,2024-03-11,Price Inquiry
2679,441,719,193,2021-12-31,Neighborhood Check
2680,868,696,117,2021-05-01,Comparing Options
2681,2890,300,215,2020-04-08,Considering purchase
2682,905,509,57,2021-08-07,Viewing
2683,863,823,244,2024-10-11,Second Visit
2684,976,127,28,2023-03-02,Considering rent
2685,525,1008,160,2020-06-19,Considering purchase
2686,1052,1264,89,2020-04-16,Comparing Options
2687,1639,917,120,2022-10-05,Considering purchase
2688,2811,1420,85,2020-06-12,Second Visit
2689,2141,1318,147,2024-07-03,Comparing Options
2690,1501,1231,248,2024-03-11,Second Visit
2691,1422,1364,66,2020-02-26,Second Visit
2692,311,1531,160,2023-07-19,Price Inquiry
2693,1973,213,180,2024-12-19,Second Visit
2694,526,42,38,2022-01-29,Maintenance Inquiry
2695,2816,1577,49,2020-06-21,Price Inquiry
2696,2824,1730,226,2023-12-02,Viewing
2697,1816,1797,65,2022-04-06,Second Visit
2698,940,56,173,2020-12-14,Second Visit
2699,1285,592,187,2020-11-25,Second Visit
2700,2637,731,90,2023-06-06,Second Visit
2701,1584,650,46,2023-09-07,Comparing Options
2702,1452,263,208,2020-07-14,Considering rent
2703,142,1414,104,2021-06-19,Second Visit
2704,300,203,10,2024-02-05,Maintenance Inquiry
2705,1374,1928,111,2021-08-14,Neighborhood Check
2706,2436,1557,181,2020-03-06,Second Visit
2707,1503,1496,67,2023-10-16,Considering purchase
2708,1367,379,96,2023-05-27,Viewing
2709,1012,967,190,2020-07-23,Price Inquiry
2710,2134,484,6,2022-04-02,Viewing
2711,1142,552,135,2021-09-04,Second Visit
2712,1269,669,43,2024-05-08,Neighborhood Check
2713,2226,1397,198,2020-10-18,Second Visit
2714,733,1639,85,2022-05-14,Neighborhood Check
2715,1385,268,231,2020-03-09,Second Visit
2716,707,355,16,2021-05-10,Considering rent
2717,1974,1550,51,2021-08-30,Neighborhood Check
2718,65,309,227,2022-03-24,Viewing
2719,988,452,61,2022-08-15,Viewing
2720,2744,1144,84,2024-02-29,Second Visit
2721,2203,180,168,2022-06-20,Second Visit
2722,1182,1749,44,2024-06-04,Viewing
2723,2470,211,128,2024-09-12,Price Inquiry
2724,1550,631,130,2024-06-05,Second Visit
2725,506,1165,41,2024-02-13,Second Visit
2726,747,335,221,2021-11-12,Price Inquiry
2727,105,1787,94,2024-10-08,Maintenance Inquiry
2728,824,607,4,2024-09-01,Neighborhood Check
2729,351,201,146,2021-08-10,Second Visit
2730,429,1149,12,2021-10-21,Second Visit
2731,1258,1674,233,2022-01-20,Viewing
2732,2129,1965,61,2020-08-03,Viewing
2733,2406,1224,213,2021-02-06,Comparing Options
2734,574,1552,71,2021-04-09,Considering rent
2735,2165,1378,225,2021-07-04,Viewing
2736,387,1071,35,2023-05-10,Considering purchase
2737,1906,2038,47,2022-07-12,Neighborhood Check
2738,2992,1600,191,2024-06-17,Neighborhood Check
2739,974,1907,227,2022-07-15,Second Visit
2740,463,1077,113,2022-06-02,Considering rent
2741,155,1029,135,2020-08-11,Neighborhood Check
2742,1159,847,213,2020-12-29,Considering rent
2743,2233,1937,22,2022-04-22,Neighborhood Check
2744,1636,611,208,2022-07-31,Price Inquiry
2745,1893,124,46,2020-03-23,Price Inquiry
2746,643,907,185,2020-03-19,Considering rent
2747,2915,102,181,2024-04-15,Considering purchase
2748,1534,1553,235,2020-03-22,Viewing
2749,2406,558,17,2024-02-13,Price Inquiry
2750,2534,541,235,2021-01-11,Neighborhood Check
2751,1603,543,35,2020-07-06,Viewing
2752,1184,1104,245,2020-10-13,Comparing Options
2753,1232,506,205,2021-05-23,Price Inquiry
2754,1001,1656,74,2022-10-18,Viewing
2755,1269,1353,41,2023-11-01,Second Visit
2756,825,788,245,2020-05-05,Price Inquiry
2757,2985,1181,212,2022-06-29,Considering rent
2758,1289,701,61,2021-07-23,Comparing Options
2759,835,1020,47,2022-12-15,Considering purchase
2760,2323,1624,13,2022-07-13,Second Visit
2761,1810,737,113,2024-06-19,Second Visit
2762,199,1691,222,2022-05-30,Considering purchase
2763,1229,862,35,2022-12-29,Viewing
2764,1509,1198,213,2023-10-04,Neighborhood Check
2765,1831,1319,185,2020-10-21,Considering rent
2766,1341,54,147,2020-03-14,Considering rent
2767,1548,1056,192,2022-03-06,Considering purchase
2768,427,395,60,2023-04-08,Considering rent
2769,318,835,195,2024-07-16,Second Visit
2770,27,674,208,2021-01-31,Viewing
2771,1566,470,189,2020-12-20,Comparing Options
2772,58,1908,39,2022-03-04,Second Visit
2773,2940,1675,167,2023-06-14,Viewing
2774,239,344,246,2021-07-16,Viewing
2775,308,465,138,2024-09-27,Viewing
2776,1648,1108,128,2022-04-13,Comparing Options
2777,992,805,117,2024-11-07,Second Visit
2778,938,139,219,2024-08-18,Considering rent
2779,1813,1012,249,2023-12-22,Comparing Options
2780,1995,1017,77,2022-03-27,Second Visit
2781,1256,92,130,2022-09-11,Price Inquiry
2782,276,1682,55,2024-12-17,Price Inquiry
2783,2497,825,112,2024-04-12,Viewing
2784,2717,191,84,2021-05-29,Comparing Options
2785,1884,1440,28,2021-11-15,Neighborhood Check
2786,230,354,240,2023-03-15,Considering purchase
2787,2491,1391,123,2022-05-27,Considering rent
2788,1485,1600,197,2020-06-21,Price Inquiry
2789,742,132,14,2022-02-07,Second Visit
2790,412,436,172,2020-12-16,Viewing
2791,1330,61,87,2024-08-13,Considering rent
2792,667,1474,72,2024-01-23,Viewing
2793,2377,1770,1,2020-09-07,Price Inquiry
2794,2552,179,190,2023-09-11,Second Visit
2795,1361,625,245,2021-12-16,Second Visit
2796,2053,543,54,2022-05-20,Price Inquiry
2797,1229,127,81,2021-09-16,Second Visit
2798,170,1159,154,2023-09-09,Viewing
2799,2604,620,85,2024-01-29,Considering rent
2800,802,941,16,2023-01-09,Price Inquiry
2801,2072,936,92,2022-07-12,Second Visit
2802,2641,1459,132,2023-11-21,Second Visit
2803,2487,812,97,2020-09-21,Considering rent
2804,1932,1315,157,2024-01-12,Viewing
2805,90,1239,230,2020-06-13,Viewing
2806,2967,1931,4,2023-08-05,Considering purchase
2807,286,1975,36,2024-11-11,Considering rent
2808,2249,146,176,2020-08-11,Viewing
2809,876,1231,13,2024-09-16,Considering rent
2810,2177,1968,82,2020-10-11,Neighborhood Check
2811,1407,813,13,2021-11-19,Considering purchase
2812,2049,1230,187,2020-10-22,Price Inquiry
2813,190,276,62,2024-08-12,Price Inquiry
2814,1046,1185,90,2020-11-22,Second Visit
2815,868,1510,186,2024-04-23,Price Inquiry
2816,1956,1605,16,2022-07-09,Viewing
2817,1836,1808,154,2022-08-31,Viewing
2818,192,1857,32,2023-03-14,Comparing Options
2819,1517,278,190,2024-10-22,Viewing
2820,1934,139,138,2023-06-28,Neighborhood Check
2821,2828,1135,28,2023-05-10,Considering purchase
2822,533,1601,57,2023-11-15,Considering purchase
2823,1503,422,17,2022-04-09,Second Visit
2824,388,829,92,2022-05-07,Considering rent
2825,739,1608,135,2020-12-30,Price Inquiry
2826,1257,379,180,2022-05-20,Considering rent
2827,448,496,7,2023-08-16,Viewing
2828,2011,644,228,2024-10-29,Neighborhood Check
2829,324,1666,231,2022-01-31,Viewing
2830,534,604,159,2020-12-27,Second Visit
2831,608,1349,144,2022-10-27,Considering rent
2832,2161,560,180,2024-06-17,Considering rent
2833,1289,1315,29,2024-12-05,Considering purchase
2834,39,565,103,2020-08-17,Considering purchase
2835,2977,1039,234,2020-02-18,Maintenance Inquiry
2836,2844,573,148,2023-01-05,Price Inquiry
2837,924,277,182,2021-10-02,Second Visit
2838,645,1280,28,2022-04-15,Viewing
2839,2988,1055,175,2021-09-21,Viewing
2840,2188,2019,99,2021-05-20,Viewing
2841,2264,278,48,2024-03-17,Considering rent
2842,762,1202,67,2023-12-05,Considering rent
2843,656,1840,249,2022-12-30,Second Visit
2844,2808,1746,104,2021-06-22,Considering rent
2845,1827,99,237,2022-10-27,Neighborhood Check
2846,204,1468,67,2024-08-23,Price Inquiry
2847,2755,1336,125,2023-03-06,Second Visit
2848,1012,546,216,2021-11-09,Viewing
2849,2046,2046,117,2021-02-25,Price Inquiry
2850,1809,190,74,2022-08-13,Second Visit
2851,2866,434,69,2024-07-22,Considering purchase
2852,2471,24,196,2022-04-19,Second Visit
2853,1227,380,205,2024-09-05,Viewing
2854,2002,1792,193,2022-05-18,Price Inquiry
2855,866,1335,92,2022-01-21,Considering rent
2856,95,886,153,2024-12-23,Second Visit
2857,689,1246,97,2024-02-09,Considering rent
2858,1624,1565,64,2023-08-13,Neighborhood Check
2859,2637,1147,149,2020-04-25,Comparing Options
2860,1122,1814,172,2023-09-26,Viewing
2861,1088,724,43,2020-12-17,Considering purchase
2862,2724,1594,2,2020-12-01,Considering purchase
2863,578,1245,246,2023-01-01,Viewing
2864,706,1221,245,2020-12-13,Viewing
2865,838,1327,47,2020-09-14,Neighborhood Check
2866,1034,314,195,2024-10-16,Second Visit
2867,894,1047,51,2020-09-23,Neighborhood Check
2868,2762,476,89,2023-07-11,Considering purchase
2869,2121,1841,205,2022-07-10,Comparing Options
2870,1571,1859,237,2020-05-20,Viewing
2871,2571,1453,226,2024-01-13,Considering rent
2872,2466,636,21,2024-05-12,Second Visit
2873,2232,1326,71,2022-03-05,Second Visit
2874,2663,1857,14,2021-02-10,Viewing
2875,2368,324,175,2021-02-12,Second Visit
2876,782,1030,42,2024-11-25,Comparing Options
2877,2790,285,112,2023-10-21,Second Visit
2878,2423,909,126,2020-02-20,Neighborhood Check
2879,1746,16,168,2021-11-12,Neighborhood Check
2880,1078,1659,71,2021-04-09,Considering rent
2881,1886,1036,111,2020-07-15,Second Visit
2882,626,1835,45,2022-10-20,Considering rent
2883,2862,2046,79,2020-09-07,Neighborhood Check
2884,462,206,132,2020-01-08,Neighborhood Check
2885,2281,999,150,2023-03-23,Price Inquiry
2886,967,1275,101,2022-05-31,Second Visit
2887,1324,454,121,2021-11-19,Considering rent
2888,2288,814,207,2023-12-27,Price Inquiry
2889,1768,850,36,2020-06-16,Considering rent
2890,2026,1254,141,2021-01-23,Viewing
2891,546,896,89,2021-12-17,Considering rent
2892,2006,1404,213,2023-10-02,Second Visit
2893,1619,983,48,2024-09-06,Viewing
2894,672,529,208,2024-12-24,Comparing Options
2895,1310,490,237,2024-09-22,Second Visit
2896,1094,1245,221,2024-10-21,Considering purchase
2897,618,493,17,2023-08-04,Comparing Options
2898,2402,1573,97,2021-02-21,Second Visit
2899,713,1769,123,2024-04-05,Considering rent
2900,1512,391,160,2023-04-05,Considering rent
2901,833,1927,60,2022-07-17,Second Visit
2902,2455,1247,127,2023-10-20,Neighborhood Check
2903,1015,713,172,2023-09-26,Second Visit
2904,1686,1381,51,2024-04-21,Price Inquiry
2905,2472,1019,172,2024-12-22,Second Visit
2906,259,288,194,2023-05-05,Considering rent
2907,2412,867,27,2024-04-27,Viewing
2908,2478,834,237,2020-11-09,Price Inquiry
2909,2625,1825,73,2024-06-12,Viewing
2910,1951,1484,78,2024-05-25,Considering rent
2911,2235,454,96,2021-11-14,Second Visit
2912,2878,851,53,2021-01-17,Second Visit
2913,2988,1804,243,2022-05-02,Considering purchase
2914,2117,1619,52,2020-02-06,Neighborhood Check
2915,2188,857,131,2021-11-30,Viewing
2916,2568,2016,2,2024-05-02,Considering purchase
2917,2296,1915,242,2021-08-27,Price Inquiry
2918,675,1809,195,2024-09-24,Second Visit
2919,826,1537,144,2021-06-28,Considering rent
2920,1389,1323,171,2021-06-26,Neighborhood Check
2921,2129,1528,222,2024-11-30,Comparing Options
2922,690,1897,102,2024-06-02,Viewing
2923,1916,323,46,2022-09-26,Viewing
2924,1436,38,64,2024-04-16,Neighborhood Check
2925,290,148,82,2024-11-22,Considering purchase
2926,1205,1519,228,2022-11-06,Second Visit
2927,2617,1969,21,2023-03-09,Second Visit
2928,2585,525,228,2021-01-24,Price Inquiry
2929,1005,1190,153,2024-07-14,Considering purchase
2930,1159,1305,156,2024-12-11,Viewing
2931,2695,2034,147,2021-07-29,Considering rent
2932,33,1000,97,2024-06-11,Considering rent
2933,1020,1099,235,2021-12-29,Viewing
2934,456,636,106,2023-05-29,Neighborhood Check
2935,2739,1584,41,2024-04-01,Viewing
2936,1394,551,82,2020-04-09,Second Visit
2937,563,469,246,2022-08-04,Price Inquiry
2938,2171,1979,37,2024-07-01,Considering purchase
2939,684,921,64,2023-08-15,Comparing Options
2940,2928,458,75,2020-06-23,Viewing
2941,2745,330,177,2021-07-23,Second Visit
2942,1900,957,184,2024-06-03,Considering rent
2943,953,814,244,2022-11-28,Price Inquiry
2944,895,300,32,2020-06-12,Considering purchase
2945,453,1772,11,2022-02-22,Viewing
2946,117,1051,135,2023-09-18,Comparing Options
2947,1005,703,3,2022-10-31,Considering rent
2948,1324,508,77,2022-01-20,Second Visit
2949,443,1709,236,2021-10-09,Viewing
2950,842,48,36,2020-11-02,Considering purchase
2951,351,963,99,2022-01-26,Second Visit
2952,2565,1664,70,2020-09-09,Second Visit
2953,504,1166,49,2021-11-15,Price Inquiry
2954,590,1009,78,2022-03-09,Neighborhood Check
2955,2616,243,247,2023-09-03,Second Visit
2956,1495,607,126,2021-08-03,Comparing Options
2957,457,1590,28,2021-11-08,Viewing
2958,1200,1195,53,2021-06-24,Second Visit
2959,2105,673,19,2022-11-04,Neighborhood Check
2960,2807,1141,50,2021-10-18,Second Visit
2961,949,1778,235,2024-01-12,Neighborhood Check
2962,1883,2038,145,2024-09-06,Viewing
2963,214,472,62,2021-02-12,Viewing
2964,547,165,49,2023-09-06,Viewing
2965,1612,1005,67,2021-03-15,Second Visit
2966,1527,909,14,2020-05-22,Neighborhood Check
2967,1140,781,51,2022-11-18,Second Visit
2968,2610,643,39,2020-07-09,Second Visit
2969,2205,356,149,2024-03-11,Second Visit
2970,96,384,11,2021-05-02,Second Visit
2971,2355,451,179,2022-06-29,Considering purchase
2972,2047,1218,11,2022-06-20,Comparing Options
2973,756,6,17,2021-01-12,Second Visit
2974,247,497,52,2023-04-17,Viewing
2975,506,854,153,2020-10-14,Viewing
2976,1278,1445,48,2024-06-16,Considering rent
2977,2001,484,123,2024-09-15,Neighborhood Check
2978,1902,527,242,2021-06-19,Considering purchase
