rent_id,agreement_date,rent_start_date,rent_end_date,terms
280,2024-12-31,2025-01-22,2025-12-18,Lease agreement for Apartment in TX for 11 months. Condition: Good.
281,2022-11-16,2022-11-23,2025-04-11,Lease agreement for House in IL for 29 months. Condition: Good.
282,2021-10-28,2021-11-01,2022-04-30,Lease agreement for Studio in FL for 6 months. Condition: Fair.
283,2024-06-30,2024-07-25,2026-06-15,Lease agreement for Studio in CA for 23 months. Condition: Good.
284,2024-12-31,2025-01-09,2027-05-29,Lease agreement for Studio in CA for 29 months. Condition: Good.
285,2022-03-11,2022-03-14,2025-02-26,Lease agreement for Office in FL for 36 months. Condition: Good.
286,2024-12-31,2025-01-24,2026-01-19,Lease agreement for Office in FL for 12 months. Condition: Good.
287,2024-12-31,2025-01-02,2027-04-22,Lease agreement for Office in FL for 28 months. Condition: Good.
288,2024-10-18,2024-11-03,2027-03-23,Lease agreement for Apartment in TX for 29 months. Condition: Fair.
289,2021-06-12,2021-07-02,2022-04-28,Lease agreement for Villa in IL for 10 months. Condition: Fair.
290,2022-08-11,2022-08-15,2023-06-11,Lease agreement for Villa in IL for 10 months. Condition: Fair.
291,2023-12-09,2023-12-23,2026-05-11,Lease agreement for Studio in TX for 29 months. Condition: Good.
292,2024-12-31,2025-01-03,2027-02-22,Lease agreement for Studio in TX for 26 months. Condition: Good.
293,2024-12-31,2025-01-02,2026-04-27,Lease agreement for Studio in TX for 16 months. Condition: Good.
294,2022-09-14,2022-10-13,2023-09-08,Lease agreement for Studio in NY for 11 months. Condition: Good.
295,2024-12-27,2025-01-16,2027-11-02,Lease agreement for Studio in NY for 34 months. Condition: Good.
296,2022-05-08,2022-06-01,2024-07-20,Lease agreement for Studio in CA for 26 months. Condition: Good.
297,2024-12-16,2024-12-25,2025-07-23,Lease agreement for Studio in CA for 7 months. Condition: Good.
298,2024-08-08,2024-08-11,2026-08-31,Lease agreement for House in TX for 25 months. Condition: Good.
299,2023-12-06,2023-12-28,2026-03-17,Lease agreement for Villa in CA for 27 months. Condition: Fair.
300,2022-05-25,2022-06-07,2024-06-26,Lease agreement for Villa in FL for 25 months. Condition: Fair.
301,2024-12-19,2024-12-29,2025-06-27,Lease agreement for Villa in FL for 6 months. Condition: Fair.
302,2024-12-31,2025-01-21,2026-07-15,Lease agreement for Villa in FL for 18 months. Condition: Fair.
303,2024-10-11,2024-11-04,2026-04-28,Lease agreement for Villa in TX for 18 months. Condition: Good.
304,2024-12-31,2025-01-11,2025-10-08,Lease agreement for Villa in TX for 9 months. Condition: Good.
305,2024-12-18,2024-12-23,2026-03-18,Lease agreement for Studio in IL for 15 months. Condition: Good.
306,2024-12-31,2025-01-24,2025-08-22,Lease agreement for Studio in IL for 7 months. Condition: Good.
307,2023-03-13,2023-03-25,2025-09-10,Lease agreement for Apartment in TX for 30 months. Condition: Good.
308,2024-12-31,2025-01-01,2027-12-17,Lease agreement for Apartment in TX for 36 months. Condition: Good.
309,2023-09-23,2023-09-24,2024-03-22,Lease agreement for House in TX for 6 months. Condition: Good.
310,2021-04-20,2021-05-15,2023-12-31,Lease agreement for Villa in NY for 32 months. Condition: Good.
311,2024-09-26,2024-10-24,2026-11-13,Lease agreement for Villa in NY for 25 months. Condition: Good.
312,2024-08-02,2024-08-25,2025-03-23,Lease agreement for Apartment in FL for 7 months. Condition: Good.
313,2024-12-31,2025-01-19,2027-10-06,Lease agreement for Apartment in FL for 33 months. Condition: Good.
314,2022-11-08,2022-11-22,2025-03-11,Lease agreement for Studio in CA for 28 months. Condition: Fair.
315,2024-12-31,2025-01-17,2025-10-14,Lease agreement for Studio in CA for 9 months. Condition: Fair.
316,2024-12-31,2025-01-09,2026-03-05,Lease agreement for Studio in CA for 14 months. Condition: Fair.
317,2023-11-03,2023-11-23,2025-01-16,Lease agreement for House in FL for 14 months. Condition: Fair.
318,2024-12-31,2025-01-08,2025-07-07,Lease agreement for House in FL for 6 months. Condition: Fair.
319,2024-12-31,2025-01-01,2025-10-28,Lease agreement for House in FL for 10 months. Condition: Fair.
320,2024-09-26,2024-10-08,2027-06-25,Lease agreement for Studio in FL for 33 months. Condition: Good.
321,2023-07-29,2023-08-18,2026-02-03,Lease agreement for Villa in FL for 30 months. Condition: Good.
322,2024-12-31,2025-01-27,2027-02-16,Lease agreement for Villa in FL for 25 months. Condition: Good.
323,2024-01-16,2024-01-25,2025-02-18,Lease agreement for Office in FL for 13 months. Condition: Poor.
324,2024-09-22,2024-10-13,2026-03-07,Lease agreement for House in NY for 17 months. Condition: Good.
325,2024-12-31,2025-01-18,2027-06-07,Lease agreement for House in NY for 29 months. Condition: Good.
326,2024-11-05,2024-11-29,2026-08-21,Lease agreement for Office in TX for 21 months. Condition: Good.
327,2024-12-31,2025-01-27,2025-10-24,Lease agreement for Office in TX for 9 months. Condition: Good.
328,2022-03-15,2022-04-01,2023-08-24,Lease agreement for House in TX for 17 months. Condition: Poor.
329,2023-11-26,2023-11-28,2025-10-18,Lease agreement for House in TX for 23 months. Condition: Poor.
330,2024-12-31,2025-01-03,2027-04-23,Lease agreement for House in TX for 28 months. Condition: Poor.
331,2024-09-28,2024-09-30,2026-01-23,Lease agreement for Villa in IL for 16 months. Condition: Good.
332,2024-12-31,2025-01-03,2025-11-29,Lease agreement for Villa in IL for 11 months. Condition: Good.
333,2024-12-31,2025-01-09,2026-03-05,Lease agreement for Villa in IL for 14 months. Condition: Good.
334,2024-11-27,2024-12-14,2025-12-09,Lease agreement for Apartment in NY for 12 months. Condition: Good.
335,2024-12-31,2025-01-27,2027-10-14,Lease agreement for Apartment in NY for 33 months. Condition: Good.
336,2024-07-13,2024-08-02,2027-03-20,Lease agreement for Apartment in CA for 32 months. Condition: Good.
337,2024-12-31,2025-01-01,2025-07-30,Lease agreement for Apartment in CA for 7 months. Condition: Good.
338,2024-12-31,2025-01-22,2027-08-10,Lease agreement for Apartment in CA for 31 months. Condition: Good.
339,2022-01-03,2022-01-06,2023-06-30,Lease agreement for Studio in CA for 18 months. Condition: Fair.
340,2024-12-21,2025-01-16,2026-04-11,Lease agreement for House in TX for 15 months. Condition: Fair.
341,2024-12-31,2025-01-21,2028-01-06,Lease agreement for House in TX for 36 months. Condition: Fair.
342,2024-12-31,2025-01-28,2025-10-25,Lease agreement for House in TX for 9 months. Condition: Fair.
343,2024-08-09,2024-09-03,2026-09-23,Lease agreement for Office in TX for 25 months. Condition: Fair.
344,2024-12-31,2025-01-23,2026-03-19,Lease agreement for Office in TX for 14 months. Condition: Fair.
345,2024-12-31,2025-01-06,2026-08-29,Lease agreement for Office in TX for 20 months. Condition: Fair.
346,2024-10-03,2024-10-27,2026-05-20,Lease agreement for Office in FL for 19 months. Condition: Poor.
347,2024-12-31,2025-01-18,2027-08-06,Lease agreement for Office in FL for 31 months. Condition: Poor.
348,2024-05-31,2024-06-09,2026-06-29,Lease agreement for Apartment in TX for 25 months. Condition: Good.
349,2022-03-05,2022-03-30,2025-02-12,Lease agreement for Studio in TX for 35 months. Condition: Good.
350,2024-11-25,2024-12-06,2025-11-01,Lease agreement for Villa in FL for 11 months. Condition: Fair.
351,2024-12-31,2025-01-24,2027-02-13,Lease agreement for Villa in FL for 25 months. Condition: Fair.
352,2024-12-31,2025-01-26,2027-06-15,Lease agreement for Villa in FL for 29 months. Condition: Fair.
353,2024-01-31,2024-02-25,2026-03-16,Lease agreement for Apartment in TX for 25 months. Condition: Fair.
354,2024-12-31,2025-01-02,2026-12-23,Lease agreement for Apartment in TX for 24 months. Condition: Fair.
355,2023-07-16,2023-07-29,2026-03-15,Lease agreement for Office in NY for 32 months. Condition: Good.
356,2024-12-31,2025-01-07,2027-07-26,Lease agreement for Office in NY for 31 months. Condition: Good.
357,2024-12-31,2025-01-19,2025-11-15,Lease agreement for Office in NY for 10 months. Condition: Good.
358,2024-10-19,2024-10-20,2027-06-07,Lease agreement for Office in NY for 32 months. Condition: Good.
359,2024-12-31,2025-01-08,2025-08-06,Lease agreement for Office in NY for 7 months. Condition: Good.
360,2024-01-17,2024-02-12,2025-12-03,Lease agreement for Office in FL for 22 months. Condition: Good.
361,2023-05-10,2023-06-06,2024-11-27,Lease agreement for Office in TX for 18 months. Condition: Good.
362,2024-07-16,2024-07-22,2025-08-16,Lease agreement for Studio in TX for 13 months. Condition: Fair.
363,2024-12-31,2025-01-11,2027-08-29,Lease agreement for Studio in TX for 32 months. Condition: Fair.
364,2023-03-31,2023-04-18,2024-06-11,Lease agreement for House in CA for 14 months. Condition: Good.
365,2024-07-10,2024-07-23,2026-02-13,Lease agreement for House in CA for 19 months. Condition: Good.
366,2024-12-31,2025-01-09,2026-11-30,Lease agreement for House in CA for 23 months. Condition: Good.
367,2020-10-12,2020-10-18,2023-01-06,Lease agreement for Office in TX for 27 months. Condition: Fair.
368,2024-05-19,2024-06-08,2026-10-26,Lease agreement for Office in TX for 29 months. Condition: Fair.
369,2021-01-19,2021-02-09,2023-08-28,Lease agreement for Villa in CA for 31 months. Condition: Fair.
370,2024-08-17,2024-09-06,2025-12-30,Lease agreement for Villa in CA for 16 months. Condition: Poor.
371,2024-12-31,2025-01-16,2027-11-02,Lease agreement for Villa in CA for 34 months. Condition: Poor.
372,2021-12-18,2021-12-28,2022-08-25,Lease agreement for Apartment in CA for 8 months. Condition: Poor.
373,2023-10-17,2023-10-18,2025-10-07,Lease agreement for Apartment in CA for 24 months. Condition: Poor.
374,2024-12-31,2025-01-04,2025-11-30,Lease agreement for Apartment in CA for 11 months. Condition: Poor.
375,2023-02-03,2023-02-07,2024-10-29,Lease agreement for Office in CA for 21 months. Condition: Good.
376,2024-11-06,2024-11-15,2026-03-10,Lease agreement for Office in CA for 16 months. Condition: Good.
377,2022-06-18,2022-06-22,2024-11-08,Lease agreement for Villa in IL for 29 months. Condition: Good.
378,2024-11-15,2024-12-01,2026-12-21,Lease agreement for Villa in IL for 25 months. Condition: Good.
379,2022-07-08,2022-07-20,2024-01-11,Lease agreement for Studio in CA for 18 months. Condition: Poor.
380,2024-09-23,2024-10-05,2026-12-24,Lease agreement for Studio in CA for 27 months. Condition: Poor.
381,2024-12-02,2024-12-22,2027-11-07,Lease agreement for House in FL for 35 months. Condition: Fair.
382,2024-12-31,2025-01-15,2027-02-04,Lease agreement for House in FL for 25 months. Condition: Fair.
383,2024-08-17,2024-08-20,2027-05-07,Lease agreement for Apartment in IL for 33 months. Condition: Good.
384,2024-12-31,2025-01-28,2025-10-25,Lease agreement for Apartment in IL for 9 months. Condition: Good.
385,2021-09-14,2021-09-25,2023-07-17,Lease agreement for House in CA for 22 months. Condition: Good.
386,2024-10-18,2024-11-10,2027-03-30,Lease agreement for Studio in TX for 29 months. Condition: Fair.
387,2024-12-31,2025-01-13,2027-02-02,Lease agreement for Studio in TX for 25 months. Condition: Fair.
388,2024-10-10,2024-11-09,2026-09-30,Lease agreement for Office in NY for 23 months. Condition: Good.
389,2024-12-31,2025-01-18,2027-05-08,Lease agreement for Office in NY for 28 months. Condition: Good.
390,2024-06-18,2024-07-03,2025-10-26,Lease agreement for House in IL for 16 months. Condition: Good.
391,2024-12-31,2025-01-01,2026-11-22,Lease agreement for House in IL for 23 months. Condition: Good.
392,2024-12-31,2025-01-19,2027-05-09,Lease agreement for House in IL for 28 months. Condition: Good.
393,2024-04-04,2024-04-30,2026-07-19,Lease agreement for House in CA for 27 months. Condition: Good.
394,2024-12-31,2025-01-19,2026-01-14,Lease agreement for House in CA for 12 months. Condition: Good.
395,2024-04-21,2024-05-16,2025-10-08,Lease agreement for Studio in NY for 17 months. Condition: Good.
396,2024-12-31,2025-01-19,2027-04-09,Lease agreement for Studio in NY for 27 months. Condition: Good.
397,2024-12-31,2025-01-29,2025-09-26,Lease agreement for Studio in NY for 8 months. Condition: Good.
398,2024-08-18,2024-09-17,2026-10-07,Lease agreement for House in NY for 25 months. Condition: Good.
399,2024-12-31,2025-01-11,2026-06-05,Lease agreement for House in NY for 17 months. Condition: Good.
400,2024-03-05,2024-03-27,2025-12-17,Lease agreement for Office in NY for 21 months. Condition: Good.
401,2024-12-31,2025-01-01,2027-03-22,Lease agreement for Office in NY for 27 months. Condition: Good.
402,2024-12-31,2025-01-01,2027-02-20,Lease agreement for Office in NY for 26 months. Condition: Good.
403,2024-05-09,2024-05-27,2026-03-18,Lease agreement for House in CA for 22 months. Condition: Fair.
404,2024-12-31,2025-01-14,2027-01-04,Lease agreement for House in CA for 24 months. Condition: Fair.
405,2024-12-31,2025-01-19,2027-12-05,Lease agreement for House in CA for 35 months. Condition: Fair.
406,2022-04-22,2022-05-19,2024-12-04,Lease agreement for Villa in FL for 31 months. Condition: Fair.
407,2024-12-12,2024-12-19,2025-09-15,Lease agreement for Villa in FL for 9 months. Condition: Fair.
408,2024-02-07,2024-02-18,2026-08-06,Lease agreement for Studio in TX for 30 months. Condition: Fair.
409,2024-12-31,2025-01-08,2027-07-27,Lease agreement for Studio in TX for 31 months. Condition: Fair.
410,2022-05-11,2022-06-08,2024-07-27,Lease agreement for Villa in TX for 26 months. Condition: Fair.
411,2024-12-08,2024-12-09,2026-07-02,Lease agreement for Apartment in IL for 19 months. Condition: Good.
412,2024-12-31,2025-01-12,2026-10-04,Lease agreement for Apartment in IL for 21 months. Condition: Good.
413,2021-06-11,2021-07-03,2022-01-29,Lease agreement for Studio in TX for 7 months. Condition: Good.
414,2024-05-25,2024-06-22,2025-07-17,Lease agreement for Studio in TX for 13 months. Condition: Good.
415,2024-11-25,2024-12-23,2027-07-11,Lease agreement for Villa in IL for 31 months. Condition: Good.
416,2021-06-25,2021-07-17,2024-05-02,Lease agreement for Office in NY for 34 months. Condition: Good.
417,2024-12-02,2024-12-23,2026-08-15,Lease agreement for Office in NY for 20 months. Condition: Good.
418,2024-02-08,2024-02-25,2026-03-16,Lease agreement for Office in IL for 25 months. Condition: Poor.
419,2024-12-31,2025-01-19,2027-11-05,Lease agreement for Office in IL for 34 months. Condition: Poor.
420,2024-12-31,2025-01-23,2026-09-15,Lease agreement for Office in IL for 20 months. Condition: Poor.
421,2024-10-23,2024-11-21,2027-10-07,Lease agreement for Office in FL for 35 months. Condition: Good.
422,2024-12-31,2025-01-27,2026-02-21,Lease agreement for Office in FL for 13 months. Condition: Good.
423,2023-07-13,2023-07-14,2024-12-05,Lease agreement for Studio in TX for 17 months. Condition: Good.
424,2024-12-08,2025-01-03,2027-01-23,Lease agreement for Studio in TX for 25 months. Condition: Good.
425,2024-12-31,2025-01-20,2027-08-08,Lease agreement for Studio in TX for 31 months. Condition: Good.
426,2024-11-17,2024-11-26,2025-09-22,Lease agreement for Villa in FL for 10 months. Condition: Good.
427,2024-12-31,2025-01-17,2025-07-16,Lease agreement for Villa in FL for 6 months. Condition: Good.
428,2024-12-31,2025-01-07,2027-07-26,Lease agreement for Villa in FL for 31 months. Condition: Good.
429,2023-07-31,2023-08-13,2024-08-07,Lease agreement for House in TX for 12 months. Condition: Good.
430,2024-10-19,2024-11-06,2027-02-24,Lease agreement for House in TX for 28 months. Condition: Good.
431,2022-09-08,2022-09-12,2024-05-04,Lease agreement for Apartment in FL for 20 months. Condition: Fair.
432,2024-06-01,2024-06-07,2026-01-28,Lease agreement for Office in IL for 20 months. Condition: Fair.
433,2024-12-31,2025-01-27,2027-06-16,Lease agreement for Office in IL for 29 months. Condition: Fair.
434,2024-12-31,2025-01-24,2026-05-19,Lease agreement for Office in IL for 16 months. Condition: Fair.
435,2024-12-18,2024-12-29,2027-01-18,Lease agreement for Villa in TX for 25 months. Condition: Fair.
436,2024-12-31,2025-01-19,2028-01-04,Lease agreement for Villa in TX for 36 months. Condition: Fair.
437,2023-09-20,2023-09-29,2024-06-25,Lease agreement for Villa in NY for 9 months. Condition: Good.
438,2024-09-02,2024-09-20,2027-09-05,Lease agreement for Villa in IL for 36 months. Condition: Fair.
